Date,Section,Title,Sentiment Score,Sentiment Interpretation,Web url
03/10/2024,Business,Revealed: CEO at heart of US ports strike made crude attacks on Biden and Democrats,-0.9719,Negative,https://www.theguardian.com/business/2024/oct/03/port-strike-usmx-biden-democrats
03/10/2024,Business,Tesco is unbeatable when it concentrates on the day job | Nils Pratley,0.9864,Positive,https://www.theguardian.com/business/nils-pratley-on-finance/2024/oct/03/tesco-is-unbeatable-when-it-concentrates-on-the-day-job
03/10/2024,Business,Depression and closed shops: Port Talbot residents fear impact of blast furnace closure,-0.9896,Negative,https://www.theguardian.com/business/2024/oct/03/depression-and-closed-shops-port-talbot-residents-fear-impact-of-blast-furnace-closure
03/10/2024,Business,Sterling drops after Bank of England boss hints at ‘aggressive’ rate cuts,-0.9845,Negative,https://www.theguardian.com/business/2024/oct/03/sterling-pound-bank-of-england-andrew-bailey-aggressive-interest-rate-cuts-inflation
03/10/2024,Business,Tesco boss says new workers’ rights laws must not hurt growth,0.9961,Positive,https://www.theguardian.com/business/2024/oct/03/tesco-workers-rights-laws-growth-bill-zero-hours-contracts
03/10/2024,Business,Unresolved water complaints in England and Wales rise to near-decade high,-0.9877,Negative,https://www.theguardian.com/business/2024/oct/03/unresolved-complaints-water-firms-england-wales
03/10/2024,Business,‘Very serious’: Bank of England governor warns of Middle East oil shock risk,-0.7221,Negative,https://www.theguardian.com/business/2024/oct/03/its-tragic-bank-of-england-governor-watching-middle-east-crisis-closely
03/10/2024,Business,IMF backs RBA not cutting interest rates and says phasing out tax breaks for property investors would be ‘equitable’,0.989,Positive,https://www.theguardian.com/business/2024/oct/03/australia-interest-rate-cuts-rba-imf-report-2024
04/10/2024,Business,Wetherspoon’s boss calls academics’ smaller beer glass proposal ‘slightly daft’,-0.9822,Negative,https://www.theguardian.com/business/2024/oct/04/wetherspoons-boss-tim-martin-calls-academics-smaller-beer-glass-proposal-slightly-daft
04/10/2024,Business,A mother and daughter reimagined the Korean hanbok. Now they’re dressing the San Diego Padres,0.9917,Positive,https://www.theguardian.com/business/2024/oct/04/leehwa-wedding-and-hanbok-mother-daughter
04/10/2024,Business,Bank of England chief economist urges caution over interest rate cuts,-0.9686,Negative,https://www.theguardian.com/business/2024/oct/04/bank-of-england-chief-economist-urges-caution-over-interest-rate-cuts
04/10/2024,Business,Euston station’s big advertising screens turned off after overcrowding fears,0.9859,Positive,https://www.theguardian.com/business/2024/oct/04/euston-station-advertising-screens-network-rail
04/10/2024,Business,EU leaders back extra Chinese EV tariffs despite split vote,-0.9717,Negative,https://www.theguardian.com/business/2024/oct/04/eu-chinese-ev-tariffs-split-vote-germany-car-firms
04/10/2024,Business,"US adds over 250,000 jobs in September, defying fears of slowdown",-0.6801,Negative,https://www.theguardian.com/business/2024/oct/04/us-jobs-report-september
04/10/2024,Business,‘They would have just been fired’: bankers on drug- and sex-fuelled drama Industry,0.8722,Positive,https://www.theguardian.com/business/2024/oct/04/they-would-have-just-been-fired-bankers-on-drug--and-sex-fuelled-drama-industry
04/10/2024,Business,Barratt’s £2.5bn takeover of Redrow given go-ahead by UK regulator,0.9652,Positive,https://www.theguardian.com/business/2024/oct/04/barratt-takeover-of-redrow-given-go-ahead-by-uk-regulator
04/10/2024,Business,Hundreds of Qantas customers caught in frequent flyer cyber theft,-0.4588,Negative,https://www.theguardian.com/business/2024/oct/04/hundreds-of-qantas-customers-caught-in-frequent-flyer-cyber-theft
20/10/2024,Business,"Number of homes sold in UK up by a third, says Rightmove",0.9931,Positive,https://www.theguardian.com/business/2024/oct/21/number-of-homes-sold-in-uk-up-by-a-third-says-rightmove
20/10/2024,Business,Water companies raise bonuses to £9.1m despite record sewage discharges,0.9832,Positive,https://www.theguardian.com/business/2024/oct/20/water-companies-raise-bonuses-record-sewage-discharges
20/10/2024,Business,Sky’s full-year losses double to £224m as revenue flatlines,0.8225,Positive,https://www.theguardian.com/business/2024/oct/20/sky-doubles-operating-losses-to-224m-in-2023-as-revenue-flatlines
20/10/2024,Business,Jane Street Capital: the trader paying its interns more than Keir Starmer,0.9888,Positive,https://www.theguardian.com/business/2024/oct/20/jane-street-who-are-the-traders-paying-interns-more-than-keir-starmer
20/10/2024,Business,Having good manners in the office doesn’t need a policy,-0.9671,Negative,https://www.theguardian.com/business/2024/oct/20/manners-office-policy
20/10/2024,Business,Debt will overshadow IMF gathering as World Bank boss pleads for poorest countries,-0.9367,Negative,https://www.theguardian.com/business/2024/oct/20/debt-will-overshadow-imf-gathering-as-world-bank-boss-pleads-for-poorest-countries
20/10/2024,Business,Degrowth has an image problem it desperately needs to overcome | Larry Elliott,0.9632,Positive,https://www.theguardian.com/business/2024/oct/20/degrowth-image-problem-solve-planet-climate
20/10/2024,Business,"Don’t let under-18s join pop bands, says leading songwriter after Liam Payne’s death",0.9858,Positive,https://www.theguardian.com/business/2024/oct/20/dont-let-under-18s-join-pop-bands-says-leading-songwriter-after-liam-paynes-death
20/10/2024,Business,Is China cannibalising the EU car industry?,-0.9918,Negative,https://www.theguardian.com/business/2024/oct/20/is-china-cannibalising-the-eu-car-industry
10/10/2024,Business,Green energy firms promise more than £24bn of new investment in Britain,0.9961,Positive,https://www.theguardian.com/business/2024/oct/10/green-energy-firms-promise-more-than-24bn-of-private-investment-in-britian
10/10/2024,Business,Ikea says cutting prices ‘remains a priority’ after UK sales slide,0.7003,Positive,https://www.theguardian.com/business/2024/oct/10/ikea-price-cutting-priority-uk-sales-slide
10/10/2024,Business,September inflation lowest in three years as price growth continued decline,0.9659,Positive,https://www.theguardian.com/business/2024/oct/10/september-inflation-declines
10/10/2024,Business,Sanjeev Gupta prosecuted for failing to file accounts for more than 70 companies,-0.9906,Negative,https://www.theguardian.com/business/2024/oct/10/sanjeev-gupta-prosecuted-failing-file-accounts-steel
10/10/2024,Business,Unilever sells Russian business after pressure from campaigners,0.8426,Positive,https://www.theguardian.com/business/2024/oct/10/unilever-sells-russian-business-after-pressure-from-campaigners
10/10/2024,Business,‘You’re a girl?’ The duo taking on the male-dominated plastering world,0.994,Positive,https://www.theguardian.com/business/2024/oct/10/kamp-studios-interior-design-plasterwork
10/10/2024,Business,New HSBC boss ‘ready to cut jobs of senior bankers to save $300m’,0.9932,Positive,https://www.theguardian.com/business/2024/oct/10/new-hsbc-boss-ready-to-axe-senior-bankers
10/10/2024,Business,Slash and burn: is private equity out of control? ,0.9996,Positive,https://www.theguardian.com/business/2024/oct/10/slash-and-burn-is-private-equity-out-of-control
10/10/2024,Business,"On the climate crisis, housing and more, politicians avoid clarity because it demands action | Greg Jericho",0.9883,Positive,https://www.theguardian.com/business/grogonomics/2024/oct/10/on-the-climate-crisis-housing-and-more-politicians-avoid-clarity-because-it-demands-action
10/10/2024,Business,"Global petrol price spike due to Middle East conflict to hit Australian motorists, Jim Chalmers warns",-0.9286,Negative,https://www.theguardian.com/business/2024/oct/10/middle-east-conflict-petrol-prices-spike-australia-israel-iran-lebanon-war
22/10/2024,Business,Putin returns to world stage hosting 36 leaders at Brics summit in Russia,0.9962,Positive,https://www.theguardian.com/business/2024/oct/22/putin-brics-summit-russia-china-india-iran-kazan
22/10/2024,Business,New Water Commission must create an environmental enforcer that is feared,0.9786,Positive,https://www.theguardian.com/business/nils-pratley-on-finance/2024/oct/22/new-water-commission-must-create-an-environmental-enforcer-that-is-feared
22/10/2024,Business,Former Abercrombie CEO out on $10m bond amid sex-trafficking investigation,-0.9839,Negative,https://www.theguardian.com/business/2024/oct/22/former-abercrombie-ceo-arrested-sex-trafficking
22/10/2024,Business,IMF warns Trump trade tariffs could dent global economy as it upgrades UK outlook,0.9905,Positive,https://www.theguardian.com/business/2024/oct/22/imf-forecasts-faster-growth-for-uk-economy
22/10/2024,Business,‘Stop all time wasting’: Woolworths workers tracked and timed under new efficiency crackdown,-0.9936,Negative,https://www.theguardian.com/business/2024/oct/23/woolworths-staff-efficiency-productivity-crackdown-timed
22/10/2024,Business,‘I wanted both sides of the business to be as intimate as being in bed’: tech entrepreneur William Reeve,0.9918,Positive,https://www.theguardian.com/business/2024/oct/22/i-wanted-both-sides-of-the-business-to-be-as-intimate-as-being-in-bed-tech-entrepreneur-william-reeve
22/10/2024,Business, While the IMF is upbeat about global growth it knows where dangers lurk,-0.9819,Negative,https://www.theguardian.com/business/2024/oct/22/imf-upbeat-global-growth-dangers-lurk
22/10/2024,Business,"Rail, water, energy: the big projects likely to be in Rachel Reeves’ budget",0.9954,Positive,https://www.theguardian.com/business/2024/oct/22/rail-water-energy-the-big-projects-likely-to-be-in-rachel-reeves-budget
22/10/2024,Business,Mulberry rejects fresh bid from Mike Ashley’s Frasers Group as ‘untenable’,0.9214,Positive,https://www.theguardian.com/business/2024/oct/22/mulberry-rejects-increased-bid-from-mike-ashley-frasers-group-as-untenable
22/10/2024,Business,HSBC splits operations into east and west divisions in major overhaul,0.9926,Positive,https://www.theguardian.com/business/2024/oct/22/hsbc-divides-into-four-business-in-major-overhaul-of-operations
22/10/2024,Business,Treasury warns of difficult decisions in budget after September borrowing rise,-0.9098,Negative,https://www.theguardian.com/business/2024/oct/22/treasury-warns-of-difficult-decisions-in-budget-after-september-borrowing-rise
22/10/2024,Business,Regulators urged to examine UK business dealings with Bangladeshi ex-minister,0.9314,Positive,https://www.theguardian.com/business/2024/oct/22/regulators-urged-to-examine-uk-business-dealings-with-bangladeshi-ex-minister
22/10/2024,Business,Indie brewers ditch ‘craft beer’ tag as drinkers are ‘misled’ by global brands,0.9451,Positive,https://www.theguardian.com/business/2024/oct/22/indie-brewers-ditch-craft-beer-tag-as-drinkers-are-misled-by-global-brands
22/10/2024,Business,"Yes, review HS2’s ‘dire’ delivery – but contract renegotiation matters more",-0.6428,Negative,https://www.theguardian.com/business/nils-pratley-on-finance/2024/oct/22/yes-review-hs2s-dire-delivery-but-contract-renegotiation-matters-more
18/10/2024,Business,Care home chain Care UK sold to US property investment company,0.9918,Positive,https://www.theguardian.com/business/2024/oct/18/uk-care-uk-sold-us-property-investment-company-welltower
18/10/2024,Business,Are you better off than four years ago? Why US voters should – but can’t – say yes,0.2098,Positive,https://www.theguardian.com/business/2024/oct/18/us-voters-economy-inflation-growth-presidential-election
18/10/2024,Business,Boohoo boss to step down as review launched that could spark breakup,0.9032,Positive,https://www.theguardian.com/business/2024/oct/18/boohoo-boss-to-step-down-as-retailer-launches-brand-review-that-could-spark-breakup
18/10/2024,Business,Most of Bella Freud’s Marks & Spencer collection sells out in a day,0.9714,Positive,https://www.theguardian.com/business/2024/oct/18/bella-freuds-marks-spencer-collection-sells-out-in-a-day
18/10/2024,Business,This couple has re-created the sights and smells of a Senegalese market in Brooklyn: ‘Experiences keep people coming back’,0.9824,Positive,https://www.theguardian.com/business/2024/oct/18/rue-dix-brooklyn-cafe-market
18/10/2024,Business,Retail sales growth slows in Great Britain despite tech spending lift,0.9959,Positive,https://www.theguardian.com/business/2024/oct/18/retail-sales-growth-slows-in-great-britain-despite-tech-spending-lift
18/10/2024,Business,Companies House to stop fraudsters joining up under fake names like ‘Darth Vader’,-0.9949,Negative,https://www.theguardian.com/business/2024/oct/18/companies-house-to-stop-fraudsters-signing-up-under-fake-names-like-darth-vader
29/10/2024,Business,Trump’s Truth Social valued at more than Musk’s X after extraordinary rally,0.8957,Positive,https://www.theguardian.com/business/2024/oct/29/truth-social-trading-suspended
29/10/2024,Business,Starbucks tells corporate workers to return to office or risk being fired,0.9008,Positive,https://www.theguardian.com/business/2024/oct/29/starbucks-return-to-office-mandate
29/10/2024,Business,"Authorities need to act over ‘high-end food fraud’, says scammed salmon firm",-0.9886,Negative,https://www.theguardian.com/business/2024/oct/29/authorities-need-to-act-over-high-end-food-says-scammed-salmon-firm
29/10/2024,Business,Investors need clarity on BP policy not boss’s weak promises,0.9915,Positive,https://www.theguardian.com/business/nils-pratley-on-finance/2024/oct/29/investors-need-clarity-on-bp-policy-not-bosss-weak-promises
29/10/2024,Business,McDonald’s posts biggest decline in global sales in four years,-0.7222,Negative,https://www.theguardian.com/business/2024/oct/29/mcdonalds-posts-biggest-decline-in-global-sales-in-four-years
29/10/2024,Business,BP posts weakest quarterly profits in almost four years amid lower oil prices,0.9531,Positive,https://www.theguardian.com/business/2024/oct/29/bp-profits-lower-oil-prices-energy-refinery-business
29/10/2024,Business,Jon and Sam Stannah: the father and son taking the British stairlift manufacturer to the next level ,0.9984,Positive,https://www.theguardian.com/business/2024/oct/29/jon-and-sam-stannah-the-father-and-son-taking-the-british-stairlift-manufacturer-to-the-next-level
29/10/2024,Business,Number of UK mortgage approvals at highest level since 2022 mini-budget,0.9419,Positive,https://www.theguardian.com/business/2024/oct/29/uk-mortgage-approvals-highest-level-2022-mini-budget
29/10/2024,Business,"Petrol and food prices will fall thanks to oil glut, says World Bank",0.9073,Positive,https://www.theguardian.com/business/2024/oct/29/petrol-food-prices-oil-glut-world-bank-china
29/10/2024,Business,HSBC denies breakup plan as it launches $3bn share buyback,0.9908,Positive,https://www.theguardian.com/business/2024/oct/29/hsbc-share-buyback-profits-bank
29/10/2024,Business,Santander UK delays results as it considers landmark car loan ruling,0.9387,Positive,https://www.theguardian.com/business/2024/oct/29/santander-uk-delays-results-car-loan-ruling-bank
29/10/2024,Business,JPMorgan sues customers over alleged fraud linked to TikTok viral glitch,-0.985,Negative,https://www.theguardian.com/business/2024/oct/29/jpmorgan-sues-customers-glitch-tiktok-bank-atm-checks
29/10/2024,Business,"Post-Brexit border checks putting food security at risk, produce sellers warn",0.893,Positive,https://www.theguardian.com/business/2024/oct/29/post-brexit-border-checks-putting-food-security-at-risk-produce-sellers-warn
29/10/2024,Business,Lower shop prices boost prospect of Bank of England rate cut,0.5994,Positive,https://www.theguardian.com/business/2024/oct/29/shop-prices-lower-bank-of-england-rate-cut-
08/10/2024,Business,UK advertising watchdog cracks down on misleading broadband price ads,0.8316,Positive,https://www.theguardian.com/business/2024/oct/09/uk-advertising-watchdog-cracks-down-on-misleading-broadband-price-ads
08/10/2024,Business,Channel 4 chiefs should not be taking bonuses while indies try to survive,0.9945,Positive,https://www.theguardian.com/business/nils-pratley-on-finance/2024/oct/08/channel-4-chiefs-should-not-be-taking-bonuses-while-indies-try-to-survive
08/10/2024,Business,Red letter day for postal deliveries,0.9625,Positive,https://www.theguardian.com/business/2024/oct/08/red-letter-day-for-postal-deliveries
08/10/2024,Business,SFO and mining firm ENRC agree settlement over legal claims,-0.1452,Negative,https://www.theguardian.com/business/2024/oct/08/sfo-and-mining-firm-enrc-agree-settlement
08/10/2024,Business,Water companies in England and Wales told to pay £158m penalty to customers,0.446,Positive,https://www.theguardian.com/business/2024/oct/08/water-companies-england-wales-penalty-ofwat-bills
08/10/2024,Business,Controversial Sydney airport slot system faces government crackdown,-0.9547,Negative,https://www.theguardian.com/world/2024/oct/08/controversial-sydney-airport-slot-system-faces-government-crackdown
08/10/2024,Business,"Many of Australia’s top car sellers are collecting and sharing driver data, Choice investigation finds",0.9395,Positive,https://www.theguardian.com/australia-news/2024/oct/09/many-of-australias-top-car-sellers-collect-share-driver-data-choice-investigation
08/10/2024,Business,Shein doubles profits in UK after sales leap 40% to £1.5bn,0.9802,Positive,https://www.theguardian.com/business/2024/oct/08/shein-doubles-profits-uk-sales-ipo-fashion-retailer-boohoo-asos
08/10/2024,Business,"Go-Ahead transport group orders 1,200 ‘green buses’ from Wrightbus",0.9901,Positive,https://www.theguardian.com/business/2024/oct/08/go-ahead-transport-group-orders-1200-green-buses-from-wrightbus
08/10/2024,Business,Saudi wealth fund buys 40% stake in Selfridges department store,0.9851,Positive,https://www.theguardian.com/business/2024/oct/08/saudi-wealth-fund-buys-stake-selfridges-department-store
08/10/2024,Business,Housebuilder Vistry loses more than £1bn in value after profit warning,0.9816,Positive,https://www.theguardian.com/business/2024/oct/08/vistry-shares-plunge-profit-warning-ftse-100-building-costs
08/10/2024,Business,Oasis ticket sales push UK non-essential spending to highest level this year,0.995,Positive,https://www.theguardian.com/business/2024/oct/08/oasis-ticket-sales-uk-spending-retail-sales-barclays-brc
08/10/2024,Business,‘Contrite’ Qantas to pay $120m for selling already cancelled flights as landmark settlement confirmed,0.4939,Positive,https://www.theguardian.com/business/2024/oct/08/qantas-accc-cancelled-flights-settlement
27/10/2024,Business,OBR to publish breakdown of claimed £22bn ‘black hole’ on budget day,0.9402,Positive,https://www.theguardian.com/business/2024/oct/27/obr-to-publish-breakdown-of-claimed-22bn-black-hole-on-budget-day
27/10/2024,Business,Rachel Reeves could make it easier for pubs to sell beers from local breweries,0.9833,Positive,https://www.theguardian.com/business/2024/oct/27/rachel-reeves-could-easier-pubs-sell-beers-local-breweries
27/10/2024,Business,The long-awaited Labour budget needs to show the party knows what to do with power | Larry Elliott,0.9935,Positive,https://www.theguardian.com/business/2024/oct/27/labour-budget-raising-tax-spending-borrowing
24/10/2024,Business,"City firms rarely dock pay for misconduct, FCA survey finds",-0.9905,Negative,https://www.theguardian.com/business/2024/oct/25/city-firms-rarely-dock-pay-misconduct-fca-survey
24/10/2024,Business,"Onions are likely source of deadly McDonald’s E Coli outbreak, USDA says",-0.91,Negative,https://www.theguardian.com/us-news/2024/oct/24/onions-recall-mcdonalds-e-coli-outbreak
24/10/2024,Business,Boohoo was already a governance mess. Enter Mike Ashley for extra complexity,0.9843,Positive,https://www.theguardian.com/business/nils-pratley-on-finance/2024/oct/24/boohoo-was-already-a-governance-mess-enter-mike-ashley-for-extra-complexity
24/10/2024,Business,Secondhand Prada and cooking lessons? John Lewis gambles £800m on store makeovers,0.9965,Positive,https://www.theguardian.com/business/2024/oct/24/secondhand-prada-and-cooking-lessons-john-lewis-gambles-800m-on-store-makeovers
24/10/2024,Business,"Shoplifting offences in England and Wales at highest level on record, ONS figures show",-0.9988,Negative,https://www.theguardian.com/business/2024/oct/24/shoplifting-offences-in-england-and-wales-at-highest-level-on-record-ons-figures-show
24/10/2024,Business,UK’s borrowing costs rise on news that Reeves is changing fiscal rules,0.6807,Positive,https://www.theguardian.com/business/2024/oct/24/uks-borrowing-costs-rise-on-news-that-reeve-is-changing-fiscal-rules
24/10/2024,Business,"Boeing workers vote to reject deal to end strike, union says",-0.878,Negative,https://www.theguardian.com/business/2024/oct/24/boeing-strike-workers-reject-deal
24/10/2024,Business,Frasers Group calls for Mike Ashley to replace Boohoo chief,-0.968,Negative,https://www.theguardian.com/business/2024/oct/24/frasers-group-mike-ashley-replace-boohoo-chief-executive-retail
24/10/2024,Business,Who does Woolworths' tracking and timing of its workers serve? It’s certainly not the customers | Samantha Floreani,0.9781,Positive,https://www.theguardian.com/business/commentisfree/2024/oct/24/who-does-woolworths-tracking-and-timing-of-its-workers-serve-its-certainly-not-the-customers
15/10/2024,Business,"UK employer national insurance hike threatens jobs and pay rises, firms warn",0.9772,Positive,https://www.theguardian.com/business/2024/oct/15/rise-in-employer-national-insurance-ni-business-budget-tax-change
15/10/2024,Business,Boeing seeks to raise up to $25bn through stock and debt offering,0.9532,Positive,https://www.theguardian.com/business/2024/oct/15/boeing-stock-and-debt-offering-credit-agreement-strikes
15/10/2024,Business,Is it really possible to fly ‘carbon neutral’ with Qantas? A greenwashing complaint to the ACCC hopes to find out,0.9825,Positive,https://www.theguardian.com/business/2024/oct/16/qantas-greenwashing-complaint-accc-carbon-neutral-tickets
15/10/2024,Business,"Water firms ‘laying groundwork’ to appeal against Ofwat bill rise cap, says Moody’s",0.9075,Positive,https://www.theguardian.com/business/2024/oct/15/water-firms-england-wales-appeal-ofwat-cma
15/10/2024,Business,"Wars, debt, climate crisis and Covid have halted anti-poverty fight – World Bank",-0.8564,Negative,https://www.theguardian.com/business/2024/oct/15/wars-debt-climate-crisis-covid-poverty-world-bank
